來源,案號,標題,標題連結,預算金額,公告日,截止日,狀態,採購類型,採購方式,公佈日,投標日,開標日,查詢日期,招標狀態,更正日期
資策會,1,3,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=1,,-,-,2,,,,,,,,
資策會,123,2,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=123,,-,-,1,,,,,,,,
資策會,1234,2,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=1234,,-,-,1,,,,,,,,
工研院,A07200867,輸水幫浦,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=D217E8D6-49E8-4638-BF66-2F75DD2A4052,,115/08/04,115/08/14,P,,,,,,,,
工研院,A142001131,中興院區82.88館高壓電力電纜汰換,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=7AB22C53-54A1-439B-A320-C218322E5CA0,,115/08/03,115/08/10,P,,,,,,,,
工研院,A142001132,PMC至北研館路段自來水幹管汰換,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=D73B8BE8-BEE1-4AE1-80F3-B0EB9AB608AE,,115/08/04,115/08/14,P,,,,,,,,
工研院,A532004240,平衡試驗機(120kg與1000kg)2套,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=0338B304-C5F1-462D-830F-7AC9DC19D030,,115/08/04,115/08/12,P,,,,,,,,
工研院,A542004799,三次元量測儀(多感測器量測儀與手持式三維雷射掃描儀),https://vendor.itri.org.tw/broadBdetail2.aspx?seq=B2C4A502-DBF4-4728-9342-EA53EB2FD601,,115/08/03,115/08/14,P,,,,,,,,
工研院,A542004848,星能電力彰濱電廠天然氣輸送管線緊密電位量測工作,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=FDDEFE8C-3112-4E8F-993F-403357EA333B,,115/08/04,115/08/10,P,,,,,,,,
資策會,PP26020076,「智慧杆資料應用整合工作坊徵集」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26020076,1300000,115/08/04,115/03/17,公告中,,,,,,,,
資策會,PP26070056,「金融科技創新園區第四期第一年(115)場域營運管理」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26070056&ord=2,2256250,115/08/03,115/08/10,第2次,,,,,,,,
資策會,PP26070154,「 輕量包裝檢測與品質管理模組服務流程設計與實證 」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26070154&ord=2,950000,115/08/03,115/08/05,第2次,,,,,,,,
資策會,PP26070159,「AI機器人應用美國產業鏈對接與當地產業情報委託研究」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26070159&ord=2,1490000,115/08/03,115/08/06,第2次,,,,,,,,
資策會,PP26070203,「行人道路安全AI影像感知系統標準制定」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26070203&ord=1,250000,115/08/04,115/08/10,第1次,,,,,,,,
資策會,PP26070209,「AI人才培訓與評估機制之問卷調查機制設計」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26070209&ord=1,480000,115/08/03,115/08/07,第1次,,,,,,,,
資策會,PP26070214,「綠色產品資訊管理與供應鏈碳管理委託研究」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26070214&ord=1,1450000,115/08/03,115/08/10,第1次,,,,,,,,
資策會,PP26070215,「無人機產業模組資源平台」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26070215&ord=1,1450000,115/08/03,115/08/10,第1次,,,,,,,,
資策會,PP26080002,「新創賦能計畫案例實證影像拍攝」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26080002&ord=1,850000,115/08/04,115/08/10,第1次,,,,,,,,
