來源,案號,標題,標題連結,預算金額,公告日,截止日,狀態,採購類型,採購方式,公佈日,投標日,開標日,查詢日期,招標狀態,更正日期
資策會,1,3,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=1,,-,-,2,,,,,,,,
資策會,123,2,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=123,,-,-,1,,,,,,,,
資策會,1234,2,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=1234,,-,-,1,,,,,,,,
資策會,12345,2,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=12345,,-,-,1,,,,,,,,
工研院,A142001270,1、4、5、6單宿舍房間窗戶氣密改善,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=A63DC5B3-BD2E-4D78-AA00-63A1FEBE91E4,,115/09/01,115/09/09,P,,,,,,,,
工研院,A142001331,52館空橋牆面防水和52館外弧牆面及窗戶防水,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=916E2BB8-0047-4631-9372-930CED93A322,,115/09/02,115/09/14,P,,,,,,,,
工研院,A142001333,51館2樓中央廁所整修,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=F5183C4C-A5E6-4CC1-BAB1-AD17B726F8E3,,115/09/01,115/09/09,P,,,,,,,,
工研院,A522001732,網路切片實驗平台建置,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=00BB5B99-818B-4374-8368-370FC5FC49CD,,115/08/31,115/09/09,P,,,,,,,,
工研院,A582000833,115年荷蘭科技創新暨系統架構青年見習團旅運及團務服務案-第二次,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=D3BF560E-9D51-44A2-92DD-50285B072D86,,115/08/31,115/09/04,P,,,,,,,,
工研院,A582000897,115年國際合作案源開發採購案,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=A0B1A733-0428-4725-ABB4-469FC1288675,,115/09/01,115/09/07,P,,,,,,,,
資策會,PP26020076,「智慧杆資料應用整合工作坊徵集」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26020076,1300000,115/09/02,115/03/17,公告中,,,,,,,,
資策會,PP26080105,「半導體IC製造製程國際工程人才主題培訓」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26080105&ord=2,1152000.0,115/08/31,115/09/02,第2次,,,,,,,,
資策會,PP26080131,「企業ESG永續論壇與綠色商機推廣實證」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26080131&ord=2,250000,115/09/01,115/09/07,第2次,,,,,,,,
資策會,PP26080198,「半導體封測人才文化認同主題研習」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26080198&ord=1,384000.0,115/08/31,115/09/09,第1次,,,,,,,,
資策會,PP26080201,「2026 IIoT x Edge AI論壇」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26080201&ord=1,1250000,115/08/31,115/09/04,第1次,,,,,,,,
資策會,PP26080202,「嵌入式Device Driver實務開發實戰工作坊」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26080202&ord=1,496800.0,115/08/31,115/09/07,第1次,,,,,,,,
資策會,PP26080203,「日系電子製造場域AI智慧作業輔助POC實證服務案」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26080203&ord=1,985000.0,115/08/31,115/09/07,第1次,,,,,,,,
資策會,PP26080205,「工業電腦組裝及包裝場域AI智慧作業輔助POC實證服務案」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26080205&ord=1,965000,115/08/31,115/09/07,第1次,,,,,,,,
資策會,PP26080206,「數位晶片設計實務演練及顧問諮詢」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26080206&ord=1,1026000,115/09/02,115/09/08,第1次,,,,,,,,
資策會,PP26080209,「Agentic AI新創或資服業者產品優化及商機拓展服務」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26080209&ord=1,700000,115/09/01,115/09/07,第1次,,,,,,,,
資策會,PP26080210,「跨計畫查詢平台服務應用推廣暨說明會辦理」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26080210&ord=1,900000,115/09/01,115/09/09,第1次,,,,,,,,
資策會,PP26080211,「農業循環場域臭氣監控服務示範導入與擴散實證」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26080211&ord=1,850000,115/09/01,115/09/07,第1次,,,,,,,,
資策會,PP26090001,「東部及離島地區大專校院之國際競賽參賽成果轉化落地應用可行性研析報告」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26090001&ord=1,250000,115/09/02,115/09/10,第1次,,,,,,,,
資策會,PP26090005,「高球擊球重心檢測驗證」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26090005&ord=1,920000,115/09/02,115/09/09,第1次,,,,,,,,
資策會,PP26090006,「再生能源科技產業政策法制推廣活動」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26090006&ord=1,4100000,115/09/02,115/09/11,第1次,,,,,,,,
